period,area_of_usual_residence_desc,proportion
t3,Cairns (C) - Trinity,2.417444277909394e-05
t3,Noosa (S) Bal,2.417444277909394e-05
t3,Mandurah (C),2.417444277909394e-05
t3,Broken Hill (C),2.417444277909394e-05
t3,Elliott District (CGC),2.417444277909394e-05
t3,Page,2.417444277909394e-05
t3,E. Gippsland (S) - Bairnsdale,2.417444277909394e-05
t3,Snowy River (A),2.417444277909394e-05
t3,Palerang (A) - Pt A,2.417444277909394e-05
t3,Campbell,2.417444277909394e-05
t3,Mornington P'sula (S) - West,2.417444277909394e-05
t3,Campbelltown (C) - East,2.417444277909394e-05
t3,Baw Baw (S) - Pt B West,2.417444277909394e-05
t3,Gr. Shepparton (C) - Pt A,2.417444277909394e-05
t3,Bellbowrie,2.417444277909394e-05
t3,Vincent (T),2.417444277909394e-05
t3,Geelong,2.417444277909394e-05
t3,Kalamunda (S),2.417444277909394e-05
t3,Claremont (T),2.417444277909394e-05
t3,Gundagai (A),2.417444277909394e-05
t3,Gungahlin,2.417444277909394e-05
t3,Corio - Inner,2.417444277909394e-05
t3,Wynnum West,2.417444277909394e-05
t3,Hepburn (S) - East,2.417444277909394e-05
t3,Victoria Point,2.417444277909394e-05
t3,Hackett,2.417444277909394e-05
t3,Glamorgan/Spring Bay (M),2.417444277909394e-05
t3,Coolamon (A),2.417444277909394e-05
t3,Unley (C) - East,2.417444277909394e-05
t3,Deakin,2.417444277909394e-05
t3,Albany Creek,2.417444277909394e-05
t3,Guanaba-Springbrook,2.417444277909394e-05
t3,Carrathool (A),2.417444277909394e-05
t3,Casey (C) - Berwick,2.417444277909394e-05
t3,Warren (A),2.417444277909394e-05
t3,Indigo (S) - Pt A,2.417444277909394e-05
t3,Whittlesea (C) - South-West,2.417444277909394e-05
t3,Greater Geelong (C) - Pt B,2.417444277909394e-05
t3,Tiaro (S),2.417444277909394e-05
t3,Carrara-Merrimac,2.417444277909394e-05
t3,Kingston (C) - North,2.417444277909394e-05
t3,Amaroo,2.417444277909394e-05
t3,Casey (C) - Cranbourne,2.417444277909394e-05
t3,Wangaratta (RC) - Central,2.417444277909394e-05
t3,Rockingham (C),1.208722138954697e-05
t3,West Torrens (C) - West,1.208722138954697e-05
t3,Rosalie (S) - Pt A,1.208722138954697e-05
t3,Alpine (S) - East,1.208722138954697e-05
t3,Ballarat (C) - Central,1.208722138954697e-05
t3,Ashmore-Benowa,1.208722138954697e-05
t3,Wellington (S) - Alberton,1.208722138954697e-05
t3,Bland (A),1.208722138954697e-05
t3,Aranda,1.208722138954697e-05
t3,Rochedale South,1.208722138954697e-05
t3,Weston,1.208722138954697e-05
t3,Boorowa (A),1.208722138954697e-05
t3,Boondall,1.208722138954697e-05
t3,Whittlesea (C) - South-East,1.208722138954697e-05
t3,Bombala (A),1.208722138954697e-05
t3,Red Hill,1.208722138954697e-05
t3,Whittlesea (C) - North,1.208722138954697e-05
t3,Redland (S) Bal,1.208722138954697e-05
t3,Armidale Dumaresq (A) Bal,1.208722138954697e-05
t3,Whitehorse (C) - Nunawading W.,1.208722138954697e-05
t3,Redland Bay,1.208722138954697e-05
t3,Whitehorse (C) - Nunawading E.,1.208722138954697e-05
t3,Adelaide Hills (DC) - North,1.208722138954697e-05
t3,Windsor,1.208722138954697e-05
t3,Salisbury (C) Bal,1.208722138954697e-05
t3,Robina,1.208722138954697e-05
t3,Waroona (S),1.208722138954697e-05
t3,Yarra (C) - Richmond,1.208722138954697e-05
t3,Waramanga,1.208722138954697e-05
t3,Boroondara (C) - Camberwell N.,1.208722138954697e-05
t3,Toowoomba (C) - South-East,1.208722138954697e-05
t3,Toowoomba (C) - North-East,1.208722138954697e-05
t3,Yarra Ranges (S) - Dandenongs,1.208722138954697e-05
t3,Stonnington (C) - Malvern,1.208722138954697e-05
t3,Toowoomba (C) - Central,1.208722138954697e-05
t3,Sunnybank,1.208722138954697e-05
t3,Sunnybank Hills,1.208722138954697e-05
t3,Toowong,1.208722138954697e-05
t3,Yarra Ranges (S) - North,1.208722138954697e-05
t3,Surf Coast (S) - East,1.208722138954697e-05
t3,Surf Coast (S) - West,1.208722138954697e-05
t3,Albany (C) - Central,1.208722138954697e-05
t3,Tennant Creek (T),1.208722138954697e-05
t3,Whyalla (C),1.208722138954697e-05
t3,Belconnen Town Centre,1.208722138954697e-05
t3,Temora (A),1.208722138954697e-05
t3,Stanthorpe (S),1.208722138954697e-05
t3,Towong (S) - Pt B,1.208722138954697e-05
t3,Tumbarumba (A),1.208722138954697e-05
t3,Springwood,1.208722138954697e-05
t3,Alice Springs (T) - Larapinta,1.208722138954697e-05
t3,Wanniassa,1.208722138954697e-05
t3,Wangaratta (RC) - North,1.208722138954697e-05
t3,Walkerville (M),1.208722138954697e-05
t3,Tea Tree Gully (C) - Central,1.208722138954697e-05
t3,Bethania-Waterford,1.208722138954697e-05
t3,Walcha (A),1.208722138954697e-05
t3,Woocoo (S),1.208722138954697e-05
t3,Berrigan (A),1.208722138954697e-05
t3,Victoria Park (T),1.208722138954697e-05
t3,Victor Harbor (C),1.208722138954697e-05
t3,South Perth (C),1.208722138954697e-05
t3,Bass Coast (S) - Phillip Is.,1.208722138954697e-05
t3,Worongary-Tallai,1.208722138954697e-05
t3,Wyndham (C) - North,1.208722138954697e-05
t3,Banks,1.208722138954697e-05
t3,Durack,1.208722138954697e-05
t3,Boroondara (C) - Kew,1.208722138954697e-05
t3,Cooloola (S) (excl. Gympie),1.208722138954697e-05
t3,Hemmant-Lytton,1.208722138954697e-05
t3,Hepburn (S) - West,1.208722138954697e-05
t3,Hinchinbrook (S),1.208722138954697e-05
t3,Cockburn (C),1.208722138954697e-05
t3,Hope Island,1.208722138954697e-05
t3,Cleveland,1.208722138954697e-05
t3,Huon Valley (M),1.208722138954697e-05
t3,Ipswich (C) - Central,1.208722138954697e-05
t3,Ipswich (C) - East,1.208722138954697e-05
t3,Isabella Plains,1.208722138954697e-05
t3,Jindalee,1.208722138954697e-05
t3,Johnstone (S),1.208722138954697e-05
t3,Kangaroo Point,1.208722138954697e-05
t3,Kelso,1.208722138954697e-05
t3,Clare and Gilbert Valleys (DC),1.208722138954697e-05
t3,City,1.208722138954697e-05
t3,Kingborough (M) - Pt A,1.208722138954697e-05
t3,Kingston,1.208722138954697e-05
t3,Knox (C) - North-West,1.208722138954697e-05
t3,Circular Head (M),1.208722138954697e-05
t3,Chisholm,1.208722138954697e-05
t3,Kwinana (T),1.208722138954697e-05
t3,Adelaide Hills (DC) - Central,1.208722138954697e-05
t3,Chinchilla (S),1.208722138954697e-05
t3,Chermside West,1.208722138954697e-05
t3,Hay (A),1.208722138954697e-05
t3,Hawker,1.208722138954697e-05
t3,Port Adel. Enfield (C) - Port,1.208722138954697e-05
t3,Harrison,1.208722138954697e-05
t3,E. Gippsland (S) - Orbost,1.208722138954697e-05
t3,East Brisbane,1.208722138954697e-05
t3,Emerald (S),1.208722138954697e-05
t3,Evatt,1.208722138954697e-05
t3,Frankston (C) - East,1.208722138954697e-05
t3,Fremantle (C) - Remainder,1.208722138954697e-05
t3,Gayndah (S),1.208722138954697e-05
t3,George Town (M) - Pt A,1.208722138954697e-05
t3,Gilgandra (A),1.208722138954697e-05
t3,Giralang,1.208722138954697e-05
t3,Deception Bay,1.208722138954697e-05
t3,Glenelg (S) - North,1.208722138954697e-05
t3,Glenorchy (C),1.208722138954697e-05
t3,Darebin (C) - Northcote,1.208722138954697e-05
t3,Dalby (T),1.208722138954697e-05
t3,Dakabin-Kallangur-M. Downs,1.208722138954697e-05
t3,Goulburn Mulwaree (A) Bal,1.208722138954697e-05
t3,Gr. Bendigo (C) - Inner East,1.208722138954697e-05
t3,Graceville,1.208722138954697e-05
t3,Currumbin Waters,1.208722138954697e-05
t3,Currumbin Valley-Tallebudgera,1.208722138954697e-05
t3,Griffin-Mango Hill,1.208722138954697e-05
t3,Griffith,1.208722138954697e-05
t3,Crow's Nest (S) - Pt A,1.208722138954697e-05
t3,Gulliver,1.208722138954697e-05
t3,Chermside,1.208722138954697e-05
t3,Latrobe (C) - Moe,1.208722138954697e-05
t3,Latrobe (C) - Morwell,1.208722138954697e-05
t3,Latrobe (C) - Traralgon,1.208722138954697e-05
t3,Moreland (C) - Brunswick,1.208722138954697e-05
t3,Morningside,1.208722138954697e-05
t3,Mount Alexander (S) Bal,1.208722138954697e-05
t3,Murarrie,1.208722138954697e-05
t3,Cairns (C) - Western Suburbs,1.208722138954697e-05
t3,Nerang,1.208722138954697e-05
t3,New Farm,1.208722138954697e-05
t3,C. Goldfields (S) - M'borough,1.208722138954697e-05
t3,Nillumbik (S) Bal,1.208722138954697e-05
t3,Burpengary-Narangba,1.208722138954697e-05
t3,Burnett (S) - Pt B,1.208722138954697e-05
t3,Nundah,1.208722138954697e-05
t3,O'Connor,1.208722138954697e-05
t3,Onkaparinga (C) - North Coast,1.208722138954697e-05
t3,Broadbeach-Mermaid Beach,1.208722138954697e-05
t3,Palerang (A) - Pt B,1.208722138954697e-05
t3,Pallara-Heathwood-Larapinta,1.208722138954697e-05
t3,Broadbeach Waters,1.208722138954697e-05
t3,Brighton (M),1.208722138954697e-05
t3,Perry (S),1.208722138954697e-05
t3,Perth (C) - Remainder,1.208722138954697e-05
t3,Phillip,1.208722138954697e-05
t3,Pimpama-Coomera,1.208722138954697e-05
t3,Playford (C) - West,1.208722138954697e-05
t3,Port Adel. Enfield (C) - Coast,1.208722138954697e-05
t3,Monash (C) - Waverley East,1.208722138954697e-05
t3,Monash,1.208722138954697e-05
t3,Campbelltown (C) - West,1.208722138954697e-05
t3,Manly West,1.208722138954697e-05
t3,Lawnton,1.208722138954697e-05
t3,Charles Sturt (C) - Inner East,1.208722138954697e-05
t3,Litchfield (S) - Pt B,1.208722138954697e-05
t3,Lockhart (A),1.208722138954697e-05
t3,Lord Howe Island,1.208722138954697e-05
t3,Macedon Ranges (S) - Kyneton,1.208722138954697e-05
t3,Macedon Ranges (S) Bal,1.208722138954697e-05
t3,Carindale,1.208722138954697e-05
t3,Magnetic Island,1.208722138954697e-05
t3,Carina Heights,1.208722138954697e-05
t3,Carbrook-Cornubia,1.208722138954697e-05
t3,Manningham (C) - West,1.208722138954697e-05
t3,Merredin (S),1.208722138954697e-05
t3,Margate-Woody Point,1.208722138954697e-05
t3,Maribyrnong (C),1.208722138954697e-05
t3,Marion (C) - Central,1.208722138954697e-05
t3,Capalaba,1.208722138954697e-05
t3,Maroochy (S) Bal,1.208722138954697e-05
t3,Marrara,1.208722138954697e-05
t3,Meander Valley (M) - Pt A,1.208722138954697e-05
t3,Meander Valley (M) - Pt B,1.208722138954697e-05
t3,Melbourne (C) - Inner,1.208722138954697e-05
t3,Melbourne (C) - Remainder,1.208722138954697e-05
t3,Melbourne (C) - S'bank-D'lands,1.208722138954697e-05
t3,Murray (A),1.208722138954697e-05
